English,Sinhala
We collect device and browsing activity information automatically,උපාංග සහ සෙවීමේ දත්ත ස්වයංක්‍රීයව එකතු කරමු
We collect transaction and purchase history information,ගනුදෙනු සහ මිලදී ගැනීම් ඉතිහාස දත්ත එකතු කරමු
We may collect biometric information for specific services,විශේෂ සේවාවන් සඳහා ජීව විද්‍යාත්මක දත්ත එකතු කළ හැක
We collect geolocation data based on device settings and consent,උපාංග සැකසුම් සහ අනුමැතිය අනුව භූ-ස්ථාන දත්ත එකතු කරමු
We use personal information to process transactions and provide services,ගනුදෙනු සැකසීමට සහ සේවා සැපයීමට දත්ත භාවිතා කරමු
We use data for targeted advertising and marketing purposes,ලක්ෂ්‍යගත ප්‍රචාරණ සඳහා දත්ත භාවිතා කරමු
We use data to ensure security and prevent fraud risks,ආරක්ෂාව සහ වංචා වැළැක්වීමට දත්ත භාවිතා කරමු
We use data to train artificial intelligence systems,AI පද්ධති පුහුණු කිරීමට දත්ත භාවිතා කරමු
We combine personal data from multiple sources for better analysis,විවිධ මූලාශ්‍ර වලින් දත්ත එකතු කර විශ්ලේෂණය කරමු
We may collect data through cameras and automated technologies,කැමරා සහ ස්වයංක්‍රීය තාක්ෂණ හරහා දත්ත එකතු කරමු
We may share personal data with vendors and business partners,විකුණුම්කරුවන් සහ හවුල්කරුවන් සමඟ දත්ත බෙදාගත හැක
We disclose personal data when required by law or legal process,නීතියෙන් අවශ්‍ය විට දත්ත හෙළි කරයි
We may share data for fraud detection and law enforcement purposes,වංචා හඳුනාගැනීම සහ නීති ක්‍රියාමාර්ග සඳහා දත්ත බෙදාගත හැක
"We allow users to access, update or delete their personal information","පරිශීලකයන්ට දත්ත ප්‍රවේශ, යාවත්කාලීන හෝ මකා දැමිය හැක"
We implement safeguards to protect personal data security,දත්ත ආරක්ෂාව සඳහා ආරක්ෂණ ක්‍රියාමාර්ග ක්‍රියාත්මක කරයි
We retain personal data based on legal and operational requirements,නීතිමය සහ මෙහෙයුම් අවශ්‍යතා අනුව දත්ත රඳවා තබාගනිමු
We delete or anonymize personal data after retention period ends,රඳවා තබාගැනීමේ කාලය අවසන් වූ පසු දත්ත මකා හෝ අනාමික කරයි
We provide users with options to control advertising preferences,ප්‍රචාරණ අභිරුචි පාලනයට විකල්ප ලබාදේ
We process content and communication data provided by users,පරිශීලකයන් ලබාදෙන අන්තර්ගත සහ සන්නිවේදන දත්ත සැකසෙයි
We collect metadata such as location and creation date of files,ගොනු නිර්මාණ දිනය සහ ස්ථානය වැනි මෙටා දත්ත එකතු කරමු
We analyse user interactions to understand behavior patterns,පරිශීලක හැසිරීම් රටා තේරුම් ගැනීමට දත්ත විශ්ලේෂණය කරමු
We collect network and connection information between users,පරිශීලකයන් අතර සම්බන්ධතා දත්ත එකතු කරමු
"We track usage activity including time, frequency and duration","කාලය, ආවර්තනය සහ කාල පරාසය අනුව භාවිතය නිරීක්ෂණය කරමු"
We collect transaction data for purchases and payments,මිලදී ගැනීම් සහ ගෙවීම් සඳහා දත්ත එකතු කරමු
We collect device attributes and system information automatically,උපාංග ලක්ෂණ සහ පද්ධති දත්ත ස්වයංක්‍රීයව එකතු කරමු
We combine data across devices to personalize user experience,උපාංග අතර දත්ත ඒකාබද්ධ කර පුද්ගලීකරණය සිදු කරයි
We collect location data based on device signals and settings,උපාංග සංඥා සහ සැකසුම් අනුව ස්ථාන දත්ත එකතු කරමු
We receive data from partners about user activities outside the platform,වේදිකාවෙන් පිටත ක්‍රියාකාරකම් පිළිබඳ දත්ත හවුල්කරුවන්ගෙන් ලබාගනිමු
We use data to personalize content and advertisements,අන්තර්ගත සහ ප්‍රචාරණ පුද්ගලීකරණය සඳහා දත්ත භාවිතා කරමු
We provide analytics and measurement services to partners,හවුල්කරුවන්ට විශ්ලේෂණ සහ මාපන සේවා ලබාදේ
We use data to ensure safety and detect harmful activities,හානිකර ක්‍රියාකාරකම් හඳුනාගැනීමට දත්ත භාවිතා කරමු
We communicate with users regarding products and policies,සේවා සහ ප්‍රතිපත්ති පිළිබඳව පරිශීලකයන් සමඟ සන්නිවේදනය කරමු
We conduct research and innovation using collected data,දත්ත භාවිතා කර පර්යේෂණ සහ නවෝත්පාදන සිදු කරමු
We share data with partners for business and service purposes,ව්‍යාපාරික සහ සේවා අරමුණු සඳහා දත්ත බෙදාගනිමු
We do not share personally identifiable information without permission,අනුමැතියකින් තොරව හඳුනාගත හැකි දත්ත බෙදා නොහරිමු
We transfer data globally to operate our services worldwide,ගෝලීය සේවා සඳහා දත්ත අන්තර්ජාතිකව මාරු කරයි
We retain data based on necessity and legal requirements,අවශ්‍යතාව සහ නීතිමය අවශ්‍යතා අනුව දත්ත රඳවා තබාගනිමු
"We allow users to access, modify and delete their personal data","පරිශීලකයන්ට දත්ත ප්‍රවේශ, වෙනස් කිරීම සහ මකා දැමීමේ හැකියාව ලබාදේ"
We use end to end encryption to protect messages and calls,පණිවිඩ සහ ඇමතුම් ආරක්ෂා කිරීමට අන්ත සිට අන්ත ගුප්තකේතනය භාවිතා කරමු
We do not store delivered messages on our servers,බෙදාහැරුණු පණිවිඩ සේවාදායකයන්හි සුරකිනු නොලැබේ
We temporarily store undelivered messages in encrypted form,නොබෙදාහැරුණු පණිවිඩ තාවකාලිකව ගුප්තකේතනය කර සුරකිනු ලැබේ
We delete undelivered messages after a specific time period,නිශ්චිත කාලයකට පසු නොබෙදාහැරුණු පණිවිඩ මකා දමයි
We collect account information such as phone number for registration,ලියාපදිංචිය සඳහා දුරකථන අංක වැනි දත්ත එකතු කරමු
We allow users to control privacy settings within the application,යෙදුම තුළ පෞද්ගලිකත්ව සැකසුම් පාලනයට ඉඩ ලබාදේ
We collect usage data such as activity time and frequency,භාවිත කාලය සහ ආවර්තනය වැනි දත්ත එකතු කරමු
We collect device and connection information automatically,උපාංග සහ සම්බන්ධතා දත්ත ස්වයංක්‍රීයව එකතු කරමු
We estimate general location using IP address and device data,IP සහ උපාංග දත්ත මත ස්ථානය ඇස්තමේන්තු කරමු
We collect log and diagnostic data to improve service performance,සේවාව වැඩිදියුණු කිරීමට දෝෂ දත්ත එකතු කරමු
We may receive information about you from other users,වෙනත් පරිශීලකයන්ගෙන් ඔබ පිළිබඳ දත්ත ලැබිය හැක
We work with Meta companies to provide infrastructure services,Meta සමාගම් සමඟ යටිතල පහසුකම් සේවා සඳහා කටයුතු කරයි
We process data to ensure security and prevent harmful activities,හානිකර ක්‍රියාකාරකම් වැළැක්වීමට දත්ත භාවිතා කරමු
We may ban accounts that violate our terms or policies,ප්‍රතිපත්ති උල්ලංඝනය කරන ගිණුම් තහනම් කළ හැක
We share data with authorities when required by law,නීතියෙන් අවශ්‍ය විට දත්ත අධිකාරීන්ට ලබාදේ
We retain data as long as necessary for service operation,සේවා ක්‍රියාත්මක කිරීමට අවශ්‍ය කාලය තුළ දත්ත තබාගනිමු
We delete or anonymize data after retention period ends,රඳවා තබාගැනීමෙන් පසු දත්ත මකා හෝ අනාමික කරයි
We allow users to access and delete their personal information,පරිශීලකයන්ට දත්ත ප්‍රවේශ සහ මකා දැමීමේ හැකියාව ඇත
We transfer data globally to support our worldwide services,ගෝලීය සේවා සඳහා දත්ත අන්තර්ජාතිකව මාරු කරයි
We collect personal data when users create an account,ගිණුමක් සාදන විට පුද්ගලික දත්ත එකතු කරමු
We collect profile information such as skills and experience,කෞශල්‍ය සහ අත්දැකීම් වැනි පැතිකඩ දත්ත එකතු කරමු
We collect data when users post or upload content,අන්තර්ගතය උඩුගත කරන විට දත්ත එකතු කරමු
We receive information about users from other members,වෙනත් සාමාජිකයන්ගෙන් දත්ත ලැබිය හැක
We collect usage data when users interact with our services,සේවා භාවිතා කරන විට ක්‍රියාකාරකම් දත්ත එකතු කරමු
We collect data using cookies and similar technologies,කුකී සහ සමාන තාක්ෂණ භාවිතයෙන් දත්ත එකතු කරමු
We collect device and location information automatically,උපාංග සහ ස්ථාන දත්ත ස්වයංක්‍රීයව එකතු කරමු
We use data to personalize content and recommendations,අන්තර්ගත පුද්ගලීකරණය සඳහා දත්ත භාවිතා කරමු
We use data to suggest connections and job opportunities,සම්බන්ධතා සහ රැකියා යෝජනා සඳහා දත්ත භාවිතා කරමු
We provide communication features between users,පරිශීලකයන් අතර සන්නිවේදන සේවා ලබාදේ
We may send notifications and promotional messages,දැනුම්දීම් සහ ප්‍රචාරණ පණිවිඩ යැවිය හැක
We display targeted advertisements based on user data,පරිශීලක දත්ත අනුව ප්‍රචාරණ පෙන්වයි
We share data with service providers for operations,සේවා ක්‍රියාත්මක කිරීම සඳහා දත්ත බෙදාගනිමු
We may disclose data when required by law,නීතියෙන් අවශ්‍ය විට දත්ත හෙළි කරයි
We retain personal data while the account is active,ගිණුම ක්‍රියාත්මක වන තුරු දත්ත තබාගනිමු
We delete or anonymize data after account closure,ගිණුම වසා දැමූ පසු දත්ත මකා හෝ අනාමික කරයි
We allow users to access and control their data,පරිශීලකයන්ට දත්ත පාලනයට ඉඩ ලබාදේ
We implement security measures to protect user data,දත්ත ආරක්ෂාව සඳහා ආරක්ෂණ ක්‍රියාමාර්ග ක්‍රියාත්මක කරයි
We transfer data across countries for global services,ගෝලීය සේවා සඳහා දත්ත රටවල් අතර මාරු කරයි
We collect personal data to provide banking services and ensure compliance,බැංකු සේවා සැපයීමට සහ නීතිමය අනුකූලතාව තහවුරු කිරීමට දත්ත එකතු කරමු
We collect identification data such as name and national identity number,නම සහ ජාතික හැඳුනුම් අංක වැනි දත්ත එකතු කරමු
We collect financial data including account details and transaction history,ගිණුම් විස්තර සහ ගනුදෙනු ඉතිහාසය වැනි මුල්‍ය දත්ත එකතු කරමු
We collect technical data such as IP address and browser information,IP ලිපිනය සහ බ්‍රව්සර දත්ත වැනි තාක්ෂණික දත්ත එකතු කරමු
We collect usage data about how customers use our services,ගනුදෙනුකරුවන් සේවා භාවිතා කරන ආකාරය පිළිබඳ දත්ත එකතු කරමු
We may collect sensitive personal data with consent or legal basis,අනුමැතිය හෝ නීතිමය පදනම මත සංවේදී දත්ත එකතු කළ හැක
We collect biometric data such as facial recognition and voice data,මුහුණු හඳුනාගැනීම සහ හඬ දත්ත වැනි ජීව විද්‍යාත්මක දත්ත එකතු කරමු
We process personal data to manage customer relationships,ගනුදෙනුකරු සම්බන්ධතා කළමනාකරණයට දත්ත භාවිතා කරමු
We process data for marketing and promotional purposes with consent,අනුමැතිය මත වෙළඳ ප්‍රවර්ධන සඳහා දත්ත භාවිතා කරමු
We use data to detect and prevent fraud and criminal activities,වංචා සහ අපරාධ වැළැක්වීමට දත්ත භාවිතා කරමු
We process data to comply with legal and regulatory obligations,නීතිමය සහ නියාමන අවශ්‍යතා සඳහා දත්ත භාවිතා කරමු
We may share personal data with group companies and service providers,සමාගම් සමූහය සහ සේවා සපයන්නන් සමඟ දත්ත බෙදාගත හැක
We disclose data to regulatory authorities when required by law,නීතියෙන් අවශ්‍ය විට නියාමන ආයතනට දත්ත ලබාදේ
We share data with credit reference agencies to assess creditworthiness,ණය විශ්වාසනීයතාව ඇගයීමට දත්ත බෙදාගනිමු
We implement security measures to protect personal data from misuse,දත්ත අනිසි භාවිතයෙන් ආරක්ෂා කිරීමට ආරක්ෂණ ක්‍රියාමාර්ග ක්‍රියාත්මක කරයි
We restrict access to personal data to authorized personnel only,අවසර ලත් පුද්ගලයන්ට පමණක් දත්ත ප්‍රවේශය ලබාදේ
We determine retention periods based on data sensitivity and risk,දත්ත සංවේදීභාවය අනුව රඳවා තබාගැනීම තීරණය කරයි
We provide individuals with rights to access and control their data,පුද්ගලයන්ට දත්ත පාලනය සහ ප්‍රවේශ අයිතිවාසිකම් ලබාදේ
We may request identity verification before processing user requests,ඉල්ලීම් සැකසීමට පෙර හැඳුනුම් සත්‍යාපනය ඉල්ලා සිටිය හැක
We collect personal information to verify identity and prevent fraud,හැඳුනුම් සත්‍යාපනය සහ වංචා වැළැක්වීමට දත්ත එකතු කරමු
"We collect personal data such as name, address and contact details","නම, ලිපිනය සහ සම්බන්ධතා දත්ත එකතු කරමු"
We collect identification documents such as NIC and passport,ජාතික හැඳුනුම්පත් සහ පාස්පෝර්ට් වැනි ලේඛන එකතු කරමු
We collect technical data such as device type and IP address,උපාංග සහ IP දත්ත එකතු කරමු
We collect customer preferences and feedback for service improvement,සේවා වැඩිදියුණු කිරීමට අභිරුචි සහ ප්‍රතිචාර එකතු කරමු
We process personal data to manage banking services and relationships,බැංකු සේවා සහ සම්බන්ධතා කළමනාකරණයට දත්ත භාවිතා කරමු
We process transactions and provide receipts and statements,ගනුදෙනු සැකසීම සහ බිල්පත් ලබාදීම සිදු කරයි
We use data to communicate with customers and respond to queries,ගනුදෙනුකරුවන් සමඟ සන්නිවේදනය සඳහා දත්ත භාවිතා කරමු
We use data to conduct market research and promotional activities,වෙළඳ පර්යේෂණ සහ ප්‍රවර්ධන සඳහා දත්ත භාවිතා කරමු
We use data to comply with legal and regulatory obligations,නීතිමය සහ නියාමන අවශ්‍යතා සඳහා දත්ත භාවිතා කරමු
We may collect personal data from third party sources,තෙවන පාර්ශව මූලාශ්‍ර වලින් දත්ත ලබාගත හැක
We may share personal data with service providers and partners,සේවා සපයන්නන් සහ හවුල්කරුවන් සමඟ දත්ත බෙදාගත හැක
We may disclose data to regulators and law enforcement authorities,නියාමන සහ නීති ආයතනට දත්ත ලබාදිය හැක
We implement technical and organizational measures to protect data,තාක්ෂණික සහ සංවිධානමය ආරක්ෂණ ක්‍රියාමාර්ග ක්‍රියාත්මක කරයි
We restrict access to personal data to authorized personnel,අවසර ලත් පුද්ගලයන්ට පමණක් දත්ත ප්‍රවේශය ලබාදේ
We retain personal data for legal and operational requirements,නීතිමය සහ මෙහෙයුම් අවශ්‍යතා සඳහා දත්ත රඳවා තබාගනිමු
We delete or anonymize data when no longer required,අවශ්‍ය නොවන විට දත්ත මකා හෝ අනාමික කරයි
We collect mobile app data such as contact list and images with consent,අනුමැතියෙන් සම්බන්ධතා සහ රූප දත්ත එකතු කරමු
We allow users to request deletion of their account data,පරිශීලකයන්ට දත්ත මකා දැමීම ඉල්ලා සිටිය හැක
We retain certain data to comply with central bank regulations,මධ්‍යම බැංකු නීති අනුව සමහර දත්ත රඳවා තබාගනිමු
The Act supports the protection of personal data rights of data subjects,පනත දත්ත හිමිකරුවන්ගේ පුද්ගලික දත්ත අයිතිවාසිකම් ආරක්ෂාවට සහය දක්වයි
The Act facilitates growth and innovation in the digital economy,පනත ඩිජිටල් ආර්ථිකයේ වර්ධනය සහ නවෝත්පාදනයට පහසුකම් සලසයි
The Act strengthens cooperation among data protection authorities,පනත දත්ත ආරක්ෂණ අධිකාරීන් අතර සහයෝගීතාව ශක්තිමත් කරයි
The Act provides mechanisms for safeguarding privacy,පනත පෞද්ගලිකත්වය ආරක්ෂා කිරීම සඳහා යාන්ත්‍රණ සපයයි
Processing shall be lawful only if the controller complies with required conditions,අවශ්‍ය කොන්දේසි පාලකයා පිළිපදින්නේ නම් පමණක් දත්ත සැකසීම නීත්‍යානුකූල වේ
Special categories of personal data shall be processed under specific conditions,විශේෂ ප්‍රභේදවල පුද්ගලික දත්ත නිශ්චිත කොන්දේසි යටතේ සැකසිය යුතුය
Consent based processing shall comply with all consent conditions,අනුමැතිය මත දත්ත සැකසීම සියලු අනුමැති කොන්දේසිවලට අනුකූල විය යුතුය
Personal data collected for one purpose shall not be further processed incompatibly,එක් අරමුණක් සඳහා එකතු කළ පුද්ගලික දත්ත නොගැළපෙන ලෙස තවදුරටත් සැකසිය නොහැක
Further processing for historical research shall not be considered incompatible,ඓතිහාසික පර්යේෂණ සඳහා තවදුරටත් සැකසීම නොගැළපෙන ලෙස සලකනු නොලැබේ
Every controller shall ensure that processed data is proportionate to the purpose,සෑම පාලකයෙකුම සැකසෙන දත්ත අරමුණට සමානුපාතික බව තහවුරු කළ යුතුය
Every controller shall erase inaccurate personal data without undue delay,සෑම පාලකයෙකුම වැරදි පුද්ගලික දත්ත අනවශ්‍ය ප්‍රමාදයකින් තොරව මකා දැමිය යුතුය
Every controller shall rectify outdated personal data without undue delay,සෑම පාලකයෙකුම යාවත්කාලීන නොවූ පුද්ගලික දත්ත අනවශ්‍ය ප්‍රමාදයකින් තොරව නිවැරදි කළ යුතුය
Personal data shall be stored in a form that permits identification only when necessary,අවශ්‍ය අවස්ථාවලදී පමණක් හඳුනාගත හැකි ආකාරයෙන් පුද්ගලික දත්ත ගබඩා කළ යුතුය
A controller may retain data longer for archiving in the public interest,මහජන හිතය සඳහා ලේඛනාගාර කිරීමේ අරමුණින් පාලකයාට දත්ත දිගු කාලයක් රඳවා තබාගත හැක
Encryption may be used to protect integrity and confidentiality of personal data,පුද්ගලික දත්තවල අඛණ්ඩතාව සහ රහස්‍යභාවය ආරක්ෂා කිරීමට සංකේතනය භාවිත කළ හැක
Pseudonymisation may be used to reduce risks in data processing,දත්ත සැකසීමේ අවදානම් අඩු කිරීමට අර්ධ නාමිකරණය භාවිත කළ හැක
Anonymisation may be used as a protection measure for personal data,පුද්ගලික දත්ත සඳහා ආරක්ෂණ ක්‍රියාමාර්ගයක් ලෙස අනාමිකරණය භාවිත කළ හැක
Access controls shall be used to prevent unauthorized processing,අනවසර සැකසීම වැළැක්වීමට ප්‍රවේශ පාලන භාවිත කළ යුතුය
Information shall be provided to data subjects in an intelligible form,දත්ත හිමිකරුවන්ට තේරුම්ගත හැකි ආකාරයෙන් තොරතුරු ලබාදිය යුතුය
Information shall be provided to data subjects in an easily accessible form,දත්ත හිමිකරුවන්ට පහසුවෙන් ප්‍රවේශ විය හැකි ආකාරයෙන් තොරතුරු ලබාදිය යුතුය
Every controller shall maintain catalogued records to demonstrate compliance,අනුකූලතාව පෙන්වීමට සෑම පාලකයෙකුම නාමාවලීගත වාර්තා පවත්වාගත යුතුය
The management programme shall be based on the scale of processing activities,කළමනාකරණ වැඩසටහන දත්ත සැකසුම් ක්‍රියාකාරකම්වල පරිමාණය මත පදනම් විය යුතුය
The management programme shall consider the sensitivity of processing activities,කළමනාකරණ වැඩසටහන දත්ත සැකසුම් ක්‍රියාකාරකම්වල සංවේදීභාවය සලකා බැලිය යුතුය
Internal oversight mechanisms shall be established by the controller,පාලකයා විසින් අභ්‍යන්තර අධීක්ෂණ යාන්ත්‍රණ පිහිටුවිය යුතුය
The controller shall maintain a mechanism to identify personal data breaches,පුද්ගලික දත්ත උල්ලංඝන හඳුනාගැනීමට පාලකයා යාන්ත්‍රණයක් පවත්වාගත යුතුය
The management programme shall be updated based on periodic monitoring,කාලාන්තර නිරීක්ෂණය මත කළමනාකරණ වැඩසටහන යාවත්කාලීන කළ යුතුය
The Authority may issue guidelines on the data protection management programme,දත්ත ආරක්ෂණ කළමනාකරණ වැඩසටහන පිළිබඳ අධිකාරියට මාර්ගෝපදේශ නිකුත් කළ හැක
A data subject has the right to receive confirmation of processing,දත්ත සැකසීම සිදු වී තිබේද යන්න පිළිබඳ තහවුරු කිරීම ලබාගැනීමට දත්ත හිමිකරුට අයිතිය ඇත
Withdrawal of consent shall not affect prior lawful processing,අනුමැතිය ඉවත් කිරීම පෙර සිදු වූ නීත්‍යානුකූල සැකසීමට බලපාන්නේ නැත
A data subject may request the controller to refrain from further processing,තවදුරටත් දත්ත සැකසීමෙන් වැළකී සිටින ලෙස දත්ත හිමිකරුට පාලකයාගෙන් ඉල්ලා සිටිය හැක
A controller shall rectify incomplete personal data upon request,ඉල්ලීමක් ලැබුණු විට පාලකයා අසම්පූර්ණ පුද්ගලික දත්ත සම්පූර්ණ කළ යුතුය
A controller is not required to collect additional data that is unnecessary,අවශ්‍ය නොවන අතිරේක දත්ත එකතු කිරීමට පාලකයා බැඳී නොසිටී
Personal data may be retained for evidentiary purposes under written law,ලිඛිත නීතිය යටතේ සාක්ෂිමය අරමුණු සඳහා පුද්ගලික දත්ත රඳවා තබාගත හැක
A request for erasure may be made when processing violates obligations,වගකීම් උල්ලංඝනය කරමින් දත්ත සැකසූ විට මකා දැමීමේ ඉල්ලීමක් කළ හැක
A request for erasure may be made when consent is withdrawn,අනුමැතිය ඉවත් කළ විට දත්ත මකා දැමීමේ ඉල්ලීමක් කළ හැක
A request may be refused to protect the rights and freedoms of others,අන් අයගේ අයිතිවාසිකම් සහ නිදහස ආරක්ෂා කිරීමට ඉල්ලීමක් ප්‍රතික්ෂේප කළ හැක
A controller may refuse a request due to technical feasibility,තාක්ෂණික හැකියාව මත පාලකයාට ඉල්ලීමක් ප්‍රතික්ෂේප කළ හැක
A controller may refuse a request due to operational feasibility,මෙහෙයුම් හැකියාව මත පාලකයාට ඉල්ලීමක් ප්‍රතික්ෂේප කළ හැක
A controller shall submit refusal records to the Authority upon request,ඉල්ලීමක් මත පාලකයා ප්‍රතික්ෂේප වාර්තා අධිකාරියට ඉදිරිපත් කළ යුතුය
A legal guardian may exercise rights on behalf of a minor data subject,බාල වයස් දත්ත හිමිකරුවෙකු වෙනුවෙන් නීත්‍යානුකූල භාරකරුට අයිතිවාසිකම් ක්‍රියාත්මක කළ හැක
An heir may exercise rights of a deceased data subject within ten years,මියගිය දත්ත හිමිකරුවෙකුගේ අයිතිවාසිකම් වසර දහයක් තුළ උරුමකරුවෙකුට ක්‍රියාත්මක කළ හැක
A controller shall inform the data subject of any prescribed fee,නියමිත ගාස්තුවක් ඇත්නම් පාලකයා එය දත්ත හිමිකරුට දැනුම් දිය යුතුය
A data subject may request review of a decision based solely on automated processing,ස්වයංක්‍රීය සැකසීම මත පමණක් පදනම් වූ තීරණයක් සමාලෝචනය කරන ලෙස දත්ත හිමිකරුට ඉල්ලා සිටිය හැක
Automated decisions shall safeguard the rights and freedoms of data subjects,ස්වයංක්‍රීය තීරණ දත්ත හිමිකරුවන්ගේ අයිතිවාසිකම් සහ නිදහස ආරක්ෂා කළ යුතුය
A data subject may appeal against refusal of automated decision review,ස්වයංක්‍රීය තීරණ සමාලෝචනය ප්‍රතික්ෂේප කළ විට දත්ත හිමිකරුට අභියාචනා කළ හැක
The Authority shall inform the data subject and controller of its decision,අධිකාරිය තම තීරණය දත්ත හිමිකරුට සහ පාලකයාට දැනුම් දිය යුතුය
A controller shall take steps to give effect to the Authority decision,අධිකාරියේ තීරණය ක්‍රියාත්මක කිරීමට පාලකයා පියවර ගත යුතුය
A controller or processor shall designate a Data Protection Officer in prescribed circumstances,නියමිත අවස්ථාවලදී පාලකයා හෝ සැකසුම්කරු දත්ත ආරක්ෂණ නිලධාරියෙකු පත් කළ යුතුය
A Data Protection Officer shall advise the controller on processing requirements,දත්ත සැකසීමේ අවශ්‍යතා පිළිබඳව දත්ත ආරක්ෂණ නිලධාරියා පාලකයාට උපදෙස් දිය යුතුය
A Data Protection Officer shall facilitate capacity building of staff,දත්ත ආරක්ෂණ නිලධාරියා කාර්ය මණ්ඩල ධාරිතා වර්ධනයට පහසුකම් සලසිය යුතුය
A controller shall use only processors with appropriate safeguards,පාලකයා සුදුසු ආරක්ෂණ ඇති සැකසුම්කරුවන් පමණක් භාවිත කළ යුතුය
The contract shall specify the subject matter and duration of processing,ගිවිසුම දත්ත සැකසීමේ විෂය කරුණ සහ කාලය සඳහන් කළ යුතුය
Joint controllers shall be jointly responsible for obligations under the Act,සම පාලකයන් පනත යටතේ වගකීම් සඳහා ඒකාබද්ධව වගකිව යුතුය
A processor shall process data only on written instructions of the controller,සැකසුම්කරු පාලකයාගේ ලිඛිත උපදෙස් මත පමණක් දත්ත සැකසිය යුතුය
A processor shall ensure personnel are bound by confidentiality obligations,කාර්ය මණ්ඩලය රහස්‍යතා වගකීම්වලට බැඳී සිටින බව සැකසුම්කරු තහවුරු කළ යුතුය
A processor shall facilitate compliance audits requested by the controller,පාලකයා ඉල්ලා සිටින අනුකූලතා විගණන සඳහා සැකසුම්කරු පහසුකම් සැලසිය යුතුය
A processor shall return all personal data after completion of services,සේවා සම්පූර්ණ වූ පසු සැකසුම්කරු සියලු පුද්ගලික දත්ත ආපසු ලබාදිය යුතුය
A processor shall erase existing copies upon written instructions,ලිඛිත උපදෙස් මත සැකසුම්කරු පවතින පිටපත් මකා දැමිය යුතුය
A sub processor shall comply with processor obligations under the Act,උප සැකසුම්කරු පනත යටතේ සැකසුම්කරුගේ වගකීම්වලට අනුකූල විය යුතුය
A controller shall notify the Authority in the event of a personal data breach,පුද්ගලික දත්ත උල්ලංඝනයක් සිදුවූ විට පාලකයා අධිකාරියට දැනුම් දිය යුතුය
The Authority shall determine when affected data subjects must be notified,බලපෑමට ලක් වූ දත්ත හිමිකරුවන්ට දැනුම් දිය යුතු අවස්ථා අධිකාරිය තීරණය කළ යුතුය
A controller shall carry out an impact assessment before high risk processing,ඉහළ අවදානම් සැකසීමට පෙර පාලකයා බලපෑම් ඇගයීමක් සිදු කළ යුතුය
A controller shall assess the impact of intended processing on obligations,අපේක්ෂිත සැකසීම වගකීම් මත ඇති කරන බලපෑම පාලකයා ඇගයිය යුතුය
A controller shall include safeguards in the impact assessment,බලපෑම් ඇගයීම තුළ ආරක්ෂණ ක්‍රියාමාර්ග ඇතුළත් කළ යුතුය
A fresh impact assessment shall be conducted when processing technology changes,දත්ත සැකසීමේ තාක්ෂණය වෙනස් වූ විට නව බලපෑම් ඇගයීමක් කළ යුතුය
A controller shall submit the impact assessment to the Authority,පාලකයා බලපෑම් ඇගයීම අධිකාරියට ඉදිරිපත් කළ යුතුය
The Authority may request further information to assess compliance,අනුකූලතාව ඇගයීමට අධිකාරියට අමතර තොරතුරු ඉල්ලා සිටිය හැක
The Online Safety Commission shall be established under this Act,මෙම පනත යටතේ මාර්ගගත ආරක්ෂණ කොමිෂන් සභාව පිහිටුවිය යුතුය
The Commission shall be a body corporate with perpetual succession,කොමිෂන් සභාව අඛණ්ඩ පැවැත්මක් ඇති සංස්ථාගත මණ්ඩලයක් විය යුතුය
The Commission may sue and be sued in its assigned name,කොමිෂන් සභාවට තම නියමිත නාමයෙන් නඩු පැවරිය හැකි අතර එයට එරෙහිව නඩු පැවරිය හැක
The Commission shall exercise powers to achieve the objectives of the Act,පනතේ අරමුණු සාක්ෂාත් කර ගැනීම සඳහා කොමිෂන් සභාව බලතල ක්‍රියාත්මක කළ යුතුය
The President shall appoint members of the Commission with approval,අනුමැතිය සහිතව ජනාධිපතිවරයා කොමිෂන් සභා සාමාජිකයන් පත් කළ යුතුය
Members shall have qualifications in relevant professional fields,සාමාජිකයන්ට අදාළ වෘත්තීය ක්ෂේත්‍රවල සුදුසුකම් තිබිය යුතුය
A person may be disqualified from appointment as a Commission member,කොමිෂන් සභා සාමාජිකයෙකු ලෙස පත් කිරීමට පුද්ගලයෙකු නුසුදුසු විය හැක
A member may resign by a letter addressed to the President,සාමාජිකයෙකුට ජනාධිපතිවරයා වෙත යොමු කළ ලිපියකින් ඉල්ලා අස්විය හැක
A member may be removed after a hearing and approval,විභාගයක් සහ අනුමැතියෙන් පසු සාමාජිකයෙකු ඉවත් කළ හැක
The term of office of a Commission member shall be three years,කොමිෂන් සභා සාමාජිකයෙකුගේ ධූර කාලය වසර තුනක් විය යුතුය
A member may be eligible for reappointment for one further term,සාමාජිකයෙකුට තවත් එක් ධූර කාලයක් සඳහා නැවත පත් වීමට සුදුසුකම තිබිය හැක
The Chairman shall summon all meetings of the Commission,සභාපතිවරයා කොමිෂන් සභාවේ සියලු රැස්වීම් කැඳවිය යුතුය
The quorum for a meeting shall consist of three members,රැස්වීමක් සඳහා ගණපූරණය සාමාජිකයන් තුන් දෙනෙකුගෙන් සමන්විත විය යුතුය
Decisions of the Commission shall be supported by reasons in writing,කොමිෂන් සභාවේ තීරණ ලිඛිත හේතු මත පදනම් විය යුතුය
The Chairman shall have a casting vote where votes are equal,ඡන්ද සමාන වූ විට සභාපතිවරයාට තීරක ඡන්දයක් හිමි විය යුතුය
