English,Sinhala
Thumb impression,මහපට ඇඟිලි සලකුණ
Execute deed,ඔප්පුව ලියා අත්සන් කිරීම
Execute document,ලේඛනයක් ලියා අත්සන් කිරීම
On behalf of,වෙනුවෙන්
Authorise in writing,ලිඛිතව බලය පැවරීම
Corporate body,සංස්ථාපිත මණ්ඩලය
Requirements,නියමයන්
Comply,අනුකූල වීම
Competent person,ශක්නුතාව ඇති තැනැත්තා
Act on behalf,වෙනුවෙන් ක්‍රියා කිරීම
Certified date,සහතික කළ දිනය
Paragraph,ඡේදය
Subsection,උපවගන්තිය
Repeal,ඉවත් කිරීම
Substitution,ආදේශ කිරීම
Addition,එකතු කිරීම
Immediately after,ඉක්බිතිවම
Purpose of section,වගන්තියේ කාර්යය
Unable to be present,පැමිණ සිටීමට නොහැකි
Required manner,නියමකර ඇති ආකාරය
Written authority,ලිඛිත බලය
Legal requirement,නීතිමය අවශ්‍යතාව
Proper execution,නිසි ක්‍රියාත්මක කිරීම
Formal document,විධිමත් ලේඛනය
Attestation process,සහතික කිරීමේ ක්‍රියාවලිය
Legal validity,නීතිමය වලංගුභාවය
Document execution procedure,ලේඛන අත්සන් කිරීමේ ක්‍රමවේදය
Authorized representative,අනුමත නියෝජිතයා
Proof of identity,හැඳුනුම් සාක්ෂි
Witness presence requirement,සාක්ෂිකරුවන්ගේ පැමිණීමේ අවශ්‍යතාව
Notarial certification,නොතාරිස් සහතික කිරීම
Execution compliance,අත්සන් කිරීමේ අනුකූලතාව
Legal documentation,නීතිමය ලේඛන
Transfer process,පැවරීමේ ක්‍රියාවලිය
Execution formalities,විධිමත් ක්‍රියා පටිපාටි
Document authentication,ලේඛන සත්‍යාපනය
Legal authorization,නීතිමය බලය
Written consent,ලිඛිත අනුමැතිය
Execution requirements,අත්සන් කිරීමේ අවශ්‍යතා
Notary presence,නොතාරිස්වරයාගේ පැමිණීම
Simultaneous signing,එකවර අත්සන් කිරීම
Mutual presence,එකිනෙකා ඉදිරියේ සිටීම
Execution witness,අත්සන් කිරීමේ සාක්ෂිකරු
Legal attestation,නීතිමය සහතික කිරීම
Document compliance,ලේඛන අනුකූලතාව
Execution standard,අත්සන් කිරීමේ ප්‍රමිතිය
Legal framework compliance,නීතිමය රාමුවට අනුකූල වීම
Fraudulent representation,වංචනීය නිරූපණය
False pretence,කූට අභියෝගය
Dishonest intention,අසත්‍ය නියත අරමුණ
Illegal gain,නීති විරෝධී ලාභය
Wrongful enrichment,අයුතු වාසි ලබාගැනීම
Fraudulent concealment,වංචනීය සඟවා තැබීම
Misappropriation,අයුතු පරිහරණය
Embezzlement,අයුතු මුදල් භාවිතය
Forgery of documents,ලේඛන වංචාව
Fraudulent misstatement,වංචනීය වැරදි ප්‍රකාශය
Deceptive intention,මෝහනය කිරීමේ අරමුණ
Unlawful inducement,නීති විරෝධී ලෙස පෙළඹවීම
Fraudulent conversion,වංචනීය පරිවර්තනය
Concealment of material fact,මූලික කරුණක් සඟවා තැබීම
Abuse of trust,විශ්වාස දුෂණය
Breach of fiduciary duty,විශ්වාසීය වගකීම උල්ලංඝනය
Illegal possession,නීති විරෝධී අත්පත් කරගැනීම
Fraudulent transaction,වංචනීය ගනුදෙනුව
Deceptive conduct,මෝහනය කිරීමේ හැසිරීම
Intent to defraud,වංචා කිරීමේ අරමුණ
Unlawful benefit,අයුතු ප්‍රතිලාභය
Property misrepresentation,දේපළ පිළිබඳ වැරදි නිරූපණය
Fraudulent documentation,වංචනීය ලේඛන
False declaration,කූට ප්‍රකාශය
Illicit transfer,නීති විරෝධී පැවරීම
Improper handling,අයුතු ලෙස හැසිරවීම
Illegal acquisition,නීති විරෝධී අත්පත් කරගැනීම
Misleading advertisement,භ්‍රාමක ප්‍රචාරණය
Fraudulent scheme,වංචා සැලසුම
Deceptive practice,මෝහන ක්‍රියාවලිය
Unauthorized dealing,අනවසර ගනුදෙනු
Fraudulent inducement,වංචනීය පෙළඹවීම
Illegal enrichment,අයුතු වාසි වැඩිවීම
False documentation,කූට ලේඛන
Manipulation of records,වාර්තා වංචා කිරීම
Forgery offence,වංචා අපරාධය
Misuse of authority,අධිකාරිය දුර්විනියෝගය
Illegal interference,නීති විරෝධී මැදිහත් වීම
Concealed transaction,සඟවා කරන ගනුදෙනුව
Fraudulent intent proof,වංචා අරමුණ සනාථ කිරීම
Illicit advantage,අයුතු වාසිය
Unlawful conduct,නීති විරෝධී හැසිරීම
False evidence creation,කූට සාක්ෂි නිර්මාණය
Deception of person,පුද්ගලයා මෝහනය කිරීම
Misrepresentation of facts,සත්‍ය කරුණු විකෘති කිරීම
Fraudulent claim,වංචනීය ඉල්ලීම
Illegal agreement,නීති විරෝධී ගිවිසුම
Void transaction,ශූන්‍ය ගනුදෙනුව
Voidable contract,අවලංගු කළ හැකි ගිවිසුම
Unlawful concealment,නීති විරෝධී සඟවා තැබීම
False identity usage,කූට හැඳුනුම් භාවිතය
Fraudulent impersonation,වංචනීය ව්‍යාජ පුද්ගලිකරණය
Illegal representation,නීති විරෝධී නිරූපණය
Fraud detection mechanism,වංචා හඳුනාගැනීමේ ක්‍රමවේදය
Fraud risk assessment,වංචා අවදානම් ඇගයීම
Fraud prevention mechanism,වංචා වැළැක්වීමේ ක්‍රමවේදය
Fraud investigation unit,වංචා පරීක්ෂණ ඒකකය
Fraud reporting procedure,වංචා වාර්තා කිරීමේ ක්‍රියාවලිය
Fraud control system,වංචා පාලන පද්ධතිය
Fraud monitoring system,වංචා නිරීක්ෂණ පද්ධතිය
Fraud compliance requirement,වංචා අනුකූලතා අවශ්‍යතාව
Fraud risk mitigation,වංචා අවදානම් අවම කිරීම
Fraud detection indicator,වංචා හඳුනාගැනීමේ දර්ශකය
Fraud prevention policy,වංචා වැළැක්වීමේ ප්‍රතිපත්තිය
Fraud investigation authority,වංචා පරීක්ෂණ අධිකාරිය
Fraud enforcement action,වංචා විරෝධී ක්‍රියාමාර්ගය
Fraud liability assessment,වංචා වගකීම් ඇගයීම
Fraudulent loss recovery,වංචා හේතුවෙන් වූ අලාභ ප්‍රතිසාධනය
Fraudulent gain confiscation,වංචා ලාභ රාජසන්තක කිරීම
Parliament,පාර්ලිමේන්තුව
Democratic Socialist Republic,ප්‍රජාතාන්ත්‍රික සමාජවාදී ජනරජය
Government Printing,රජයේ මුද්‍රණය
Supplement,අතිරේකය
Part II,II වන කොටස
Certified,සහතික කරන ලද
Certified on,සහතික කළේ
Printed on order,නියමය පරිදි මුද්‍රණය කරන ලද
Ordinance,ආඥාපනත
Amended,සංශෝධනය කරන ලද
Hereby amended,මෙයින් සංශෝධනය කරන ලද
Renumbering,නැවත අංකනය කිරීම
Renumbered subsection,නැවත අංකනය කළ උපවගන්තිය
New subsection,නව උපවගන්තිය
Thereof,එහි
Therefor,ඒ වෙනුවට
Following new subsection,පහත දැක්වෙන නව උපවගන්තිය
Provided however,එසේ වුව ද
Provided further,තවදුරටත් එසේම
Set out,දක්වා ඇති
Required by subsection,උපවගන්තිය මගින් නියම කළ
In relation to,සම්බන්ධයෙන්
For the purpose,කාර්යය සඳහා
Language text,භාෂා පාඨය
Democratic Socialist Republic of Sri Lanka,ශ්‍රී ලංකා ප්‍රජාතාන්ත්‍රික සමාජවාදී ජනරජය
Order of Government,ආණ්ඩුවේ නියමය
Department of Government Printing,රජයේ මුද්‍රණ දෙපාර්තමේන්තුව
Government Publications Bureau,රජයේ ප්‍රකාශන කාර්යාංශය
Published as Supplement,අතිරේකයක් වශයෙන් පළ කරන ලද
Part Two of Gazette,ගැසට් පත්‍රයේ දෙවන කොටස
Purchase price,මිලදී ගැනීමේ මිල
Postage fee,තැපැල් ගාස්තුව
Downloadable Act,බාගත කළ හැකි පනත
Act of Parliament,පාර්ලිමේන්තු පනත
Enacted by Parliament,පාර්ලිමේන්තුව විසින් පනවන ලද
Short title provision,ලුහුඬු නාම විධිවිධානය
Section amendment,වගන්තිය සංශෝධනය
Renumbered section,නැවත අංකනය කළ වගන්තිය
Renumbered provision,නැවත අංකනය කළ විධිවිධානය
Repealed paragraph,ඉවත් කළ ඡේදය
Substituted wording,ආදේශ කළ වචන
Newly inserted subsection,නවයෙන් ඇතුළත් කළ උපවගන්තිය
Transfer deed provision,පැවරීමේ ඔප්පු විධිවිධානය
Execution of deed,ඔප්පුව ලියා අත්සන් කිරීම
Execution of instrument,සාධන පත්‍රය ලියා අත්සන් කිරීම
Presence of notary,නොතාරිස්වරයා ඉදිරියේ සිටීම
Presence of parties,පාර්ශවයන් ඉදිරියේ සිටීම
Presence of witnesses,සාක්ෂිකරුවන් ඉදිරියේ සිටීම
Authorised signatory,බලය ලත් අත්සන්කරු
Authorised writing,බලය පැවරූ ලිඛිතය
Signatory person,අත්සන් කරන තැනැත්තා
Attesting notary,සහතික කරන නොතාරිස්වරයා
Notarial attestation,නොතාරිස් සහතිකය
Deed execution,ඔප්පු ක්‍රියාත්මක කිරීම
Instrument execution,සාධන පත්‍ර ක්‍රියාත්මක කිරීම
Execution by representative,නියෝජිතයා විසින් අත්සන් කිරීම
Transferor signature,විකුණුම්කරුගේ අත්සන
Transferee signature,ගැණුම්කරුගේ අත්සන
Transferor thumb impression,විකුණුම්කරුගේ මහපට ඇඟිලි සලකුණ
Transferee thumb impression,ගැණුම්කරුගේ මහපට ඇඟිලි සලකුණ
Corporate transferee,සංස්ථාපිත ගැණුම්කරු
Corporate authorisation,සංස්ථාපිත බලය පැවරීම
Board authorisation,මණ්ඩල බලය පැවරීම
Minor transfer party,බාලවයස් පැවරීම් පාර්ශවය
Guardian authority,භාරකරුගේ බලය
Competency to act,ක්‍රියා කිරීමට ශක්නුතාව
Legal execution,නීතිමය අත්සන් කිරීම
Validity requirement,වලංගුභාවය සඳහා අවශ්‍යතාව
Attestation requirement,සහතික කිරීමේ අවශ්‍යතාව
Writing requirement,ලිඛිත අවශ්‍යතාව
Witness requirement,සාක්ෂි අවශ්‍යතාව
Notary requirement,නොතාරිස් අවශ්‍යතාව
Licensed commercial bank,බලපත්‍රලාභී වාණිජ බැංකුව
Licensed specialised bank,බලපත්‍රලාභී විශේෂිත බැංකුව
Licensed finance company,බලපත්‍රලාභී මුදල් සමාගම
Central Bank,මහ බැංකුව
Director of Bank Supervision,බැංකු අධීක්ෂණ අධ්‍යක්ෂවරයා
Banking business,බැංකු ව්‍යාපාරය
Offshore banking business,අක්වෙරළ බැංකු ව්‍යාපාරය
Audited financial statements,විගණනය කරන ලද මූල්‍ය ප්‍රකාශන
Solo basis,තනි පදනම
Consolidated basis,ඒකාබද්ධ පදනම
Financial year,මූල්‍ය වර්ෂය
Disclosure statement,හෙළිදරව් කිරීමේ ප්‍රකාශය
False or misleading information,අසත්‍ය හෝ නොමඟ යවන තොරතුරු
Corrective action,නිවැරදි කිරීමේ ක්‍රියාමාර්ගය
Liquid assets,ද්‍රවශීල වත්කම්
Liquidity requirements,ද්‍රවශීලතා අවශ්‍යතා
Additional capital,අතිරේක ප්‍රාග්ධනය
Regulatory capital ratios,නියාමන ප්‍රාග්ධන අනුපාත
Capital adequacy,ප්‍රාග්ධන ප්‍රමාණවත්භාවය
Safe banking system,ආරක්ෂිත බැංකු පද්ධතිය
Sound banking system,ශක්තිමත් බැංකු පද්ධතිය
Stable banking system,ස්ථාවර බැංකු පද්ධතිය
Fair competition,සාධාරණ තරඟය
Banking industry,බැංකු කර්මාන්තය
Acquisition or merger,අත්පත් කරගැනීම හෝ ඒකාබද්ධ කිරීම
Business consolidation,ව්‍යාපාර ඒකාබද්ධ කිරීම
Prior written approval,පූර්ව ලිඛිත අනුමැතිය
Material interest,වැදගත් ආසක්තිය
Fit and proper person,සුදුසු සහ යෝග්‍ය තැනැත්තා
Track record,පෙර ක්‍රියාකාරී වාර්තාව
Business plan,ව්‍යාපාර සැලැස්ම
Financial resources,මූල්‍ය සම්පත්
Continuing financial support,අඛණ්ඩ මූල්‍ය සහය
Legitimacy of funding sources,අරමුදල් මූලාශ්‍රවල නීත්‍යානුකූලභාවය
Ownership structure,හිමිකම් ව්‍යුහය
Beneficial ownership,ලාභදායී හිමිකාරිත්වය
Related party,සම්බන්ධිත පාර්ශවය
Close relation,සමීප සම්බන්ධතාව
Material shareholder,වැදගත් කොටස් හිමිකරු
Substantial interest,සැලකිය යුතු ආසක්තිය
Safe deposit box,ආරක්ෂිත තැන්පතු පෙට්ටිය
Rightful owners,නිසි අයිතිකරුවන්
Special account,විශේෂ ගිණුම
Voluntary winding up,ස්වේච්ඡා විසුරුවා හැරීම
Outstanding assets,ඉතිරි වත්කම්
Defaulting bank,පැහැර හැරූ බැංකුව
Depositors and creditors,තැන්පත්කරුවන් සහ ණයහිමියන්
Shell bank,කවච බැංකුව
Physical presence,භෞතික පැවැත්ම
Unlawful activity,නීතිවිරෝධී ක්‍රියාකාරකම
